,Postal_Code,Population
15287,46931,328
15288,46932,7602
15289,46933,6523
15290,46936,9366
15291,46938,8453
15292,46939,4383
15293,46940,6562
15294,46941,764
15295,46943,636
15296,46946,153
15297,46947,33499
15298,46950,1769
15299,46951,4564
15300,46952,21357
15301,46953,40275
15302,46957,622
15303,46958,1230
15304,46959,590
15305,46960,2551
15306,46961,259
15307,46962,20943
15308,46967,211
15309,46968,193
15310,46970,53110
15311,46974,3422
15312,46975,24246
15313,46978,3394
15314,46979,10498
15315,46982,4428
15316,46984,261
15317,46985,3189
15318,46986,4932
15319,46987,1697
15320,46988,1806
15321,46989,6192
15322,46990,1352
15323,46991,3011
15324,46992,18161
15325,46994,5358
15326,46996,7514
15327,46998,238
15328,47001,22684
15329,47003,1719
15330,47006,25679
15331,47010,658
15332,47011,3396
15333,47012,11271
15334,47016,2079
15335,47017,1365
15336,47018,9370
15337,47020,3484
15338,47022,9378
15339,47023,1837
15340,47024,6934
15341,47025,36776
15342,47030,4367
15343,47031,11088
15344,47032,3544
15345,47034,410
15346,47035,371
15347,47036,1630
15348,47037,9217
15349,47038,1951
15350,47040,7005
15351,47041,12737
15352,47042,9409
15353,47043,13907
15354,47060,10638
15355,47102,8662
15356,47104,27
15357,47106,10080
15358,47108,5477
15359,47110,589
15360,47111,16239
15361,47112,45756
15362,47114,1032
15363,47115,7037
15364,47116,2167
15365,47117,10081
15366,47118,7810
15367,47119,12863
15368,47120,2493
15369,47122,22162
15370,47123,92
15371,47124,7169
15372,47125,4213
15373,47126,6360
15374,47129,34931
15375,47130,73023
15376,47135,3644
15377,47136,4949
15378,47137,616
15379,47138,8218
15380,47140,5818
15381,47141,4319
15382,47142,1306
15383,47143,5077
15384,47145,2153
15385,47147,2484
15386,47150,75447
15387,47160,205
15388,47161,9568
15389,47162,2164
15390,47163,1831
15391,47164,3910
15392,47165,7410
15393,47166,3397
15394,47167,26137
15395,47170,32773
15396,47172,19586
15397,47175,2393
15398,47177,2023
15399,47201,43177
15400,47203,54019
15401,47220,14489
15402,47223,3878
15403,47224,654
15404,47226,456
15405,47227,3423
15406,47229,5419
15407,47230,4332
15408,47231,2429
15409,47232,3306
15410,47234,2971
15411,47235,4796
15412,47240,54881
15413,47243,4293
15414,47244,850
15415,47246,7248
15416,47247,257
15417,47250,44069
15418,47260,4973
15419,47263,639
15420,47264,2425
15421,47265,54976
15422,47270,2085
15423,47272,3205
15424,47273,3766
15425,47274,58769
15426,47280,1709
15427,47281,1242
15428,47282,758
15429,47283,9077
15430,47302,61845
15431,47303,66909
15432,47304,49588
15433,47305,4594
15434,47306,7485
15435,47320,8076
15436,47324,278
15437,47325,1131
15438,47326,1515
15439,47327,10113
15440,47330,12199
15441,47331,51874
15442,47334,6601
15443,47335,868
15444,47336,2440
15445,47337,469
15446,47338,6104
15447,47339,1038
15448,47340,7736
15449,47341,4873
15450,47342,2698
15451,47344,302
15452,47345,3827
15453,47346,4858
15454,47348,15372
15455,47351,1104
15456,47352,2612
15457,47353,6269
15458,47354,790
15459,47355,5171
15460,47356,9385
15461,47357,2672
15462,47358,2011
15463,47359,5573
15464,47360,3420
15465,47361,302
15466,47362,80730
15467,47367,317
15468,47368,6426
15469,47369,820
15470,47371,32288
15471,47373,3815
15472,47374,83640
15473,47380,2002
15474,47381,222
15475,47382,422
15476,47383,6405
15477,47384,4276
15478,47385,920
15479,47386,2661
15480,47387,1882
15481,47388,971
15482,47390,6249
15483,47393,4521
15484,47394,13437
15485,47396,11666
15486,47401,107972
15487,47403,34456
15488,47404,22773
15489,47405,6596
15490,47406,4950
15491,47408,25413
15492,47420,376
15493,47421,61178
15494,47424,25426
15495,47427,2952
15496,47429,20266
15497,47431,3016
15498,47432,9675
15499,47433,11231
15500,47434,174
15501,47436,4501
15502,47437,327
15503,47438,8030
15504,47441,15485
15505,47443,1988
15506,47446,11390
15507,47448,20377
15508,47449,649
15509,47451,2810
15510,47452,14388
15511,47453,1023
15512,47454,9042
15513,47455,154
15514,47456,2653
15515,47457,164
15516,47458,41
15517,47459,10345
15518,47460,12124
15519,47462,13277
15520,47464,438
15521,47465,1572
15522,47467,86
15523,47468,2219
15524,47469,2868
15525,47470,3683
15526,47471,5581
15527,47501,45657
15528,47512,8267
15529,47513,4897
15530,47514,2503
15531,47515,2110
15532,47516,2031
15533,47519,550
15534,47520,2123
15535,47521,1571
15536,47522,520
15537,47523,2748
15538,47524,974
15539,47525,1011
15540,47527,3984
15541,47528,1290
15542,47529,2203
15543,47531,1273
15544,47532,9286
15545,47535,1175
15546,47536,85
15547,47537,1786
15548,47541,1509
15549,47542,21526
15550,47546,34279
15551,47550,1399
15552,47551,1120
15553,47552,203
15554,47553,14011
15555,47557,869
15556,47558,7126
15557,47561,1629
15558,47562,4440
15559,47564,1640
15560,47567,12245
15561,47568,2199
15562,47574,395
15563,47575,1616
15564,47576,1036
15565,47577,1938
15566,47578,1576
15567,47579,5761
15568,47580,155
15569,47581,6123
15570,47584,201
15571,47585,950
15572,47586,28832
15573,47588,474
15574,47590,1925
15575,47591,56547
15576,47596,553
15577,47597,2850
15578,47598,9368
15579,47601,14345
15580,47610,8350
15581,47611,1583
15582,47612,1212
15583,47613,6054
15584,47615,1594
15585,47616,777
15586,47619,3753
15587,47620,37246
15588,47630,41525
15589,47631,4319
15590,47633,6722
15591,47634,1471
15592,47635,9532
15593,47637,3294
15594,47638,7678
15595,47639,4519
15596,47640,1858
15597,47648,7415
15598,47649,1716
15599,47654,176
15600,47660,11154
15601,47665,8428
15602,47666,1679
15603,47670,33158
15604,47683,336
15605,47708,419
15606,47710,31622
15607,47711,67398
15608,47712,70511
15609,47713,28028
15610,47714,87818
15611,47715,44743
15612,47720,46754
15613,47725,10785
15614,47802,77066
15615,47803,32809
15616,47804,16307
15617,47805,32516
15618,47807,21011
15619,47809,982
15620,47832,1620
15621,47833,2735
15622,47834,52689
15623,47836,98
15624,47837,3230
15625,47838,6976
15626,47840,3736
15627,47841,1232
15628,47842,17109
15629,47846,1002
15630,47847,2327
15631,47848,2829
15632,47849,558
15633,47850,5263
15634,47853,231
15635,47854,2217
15636,47855,836
15637,47857,315
15638,47858,1801
15639,47859,2286
15640,47860,375
15641,47861,1676
15642,47862,1649
15643,47863,429
15644,47865,77
15645,47866,767
15646,47868,7786
15647,47869,365
15648,47871,282
15649,47872,13888
15650,47874,3279
15651,47876,561
15652,47879,5604
15653,47880,150
15654,47881,1188
15655,47882,22174
15656,47884,367
15657,47885,19186
15658,47901,3938
15659,47904,34548
15660,47905,99215
15661,47906,81421
15662,47907,0
15663,47909,90605
15664,47916,138
15665,47917,357
15666,47918,14178
15667,47920,2874
15668,47921,1825
15669,47922,1848
15670,47923,5776
15671,47924,296
15672,47925,526
15673,47926,1272
15674,47928,5311
15675,47929,1265
15676,47930,1928
15677,47932,11756
15678,47933,34145
15679,47940,3681
15680,47941,2151
15681,47942,773
15682,47943,2518
15683,47944,4240
15684,47946,3198
15685,47948,3521
15686,47949,3521
15687,47950,2510
15688,47951,4893
15689,47952,5710
15690,47954,6039
15691,47955,1729
15692,47957,2301
15693,47958,550
15694,47959,7750
15695,47960,17963
15696,47963,2227
15697,47964,260
15698,47965,1079
15699,47966,989
15700,47967,1376
15701,47968,2068
15702,47969,227
15703,47970,3330
15704,47971,4914
15705,47974,3113
15706,47975,1432
15707,47977,2479
15708,47978,29282
15709,47980,2854
15710,47981,1440
15711,47982,225
15712,47983,594
15713,47987,8867
15714,47989,2745
15715,47990,3287
15716,47991,2890
15717,47992,2473
15718,47993,10217
15719,47994,963
15720,47995,4683
15721,47997,157
15722,48001,31324
15723,48002,8835
15724,48003,9384
15725,48005,5827
15726,48006,4606
15727,48009,35268
15728,48014,9006
15729,48015,18271
15730,48017,29567
15731,48021,74284
15732,48022,2019
15733,48023,11139
15734,48025,15005
15735,48026,23198
15736,48027,8373
15737,48028,1536
15738,48030,38228
15739,48032,4717
15740,48033,43690
15741,48034,14115
15742,48035,52827
15743,48036,34943
15744,48038,48449
15745,48039,20164
15746,48040,12180
15747,48041,9688
15748,48042,60850
15749,48043,10687
15750,48044,133095
15751,48045,50186
15752,48047,77593
15753,48048,16150
15754,48049,11081
15755,48050,4270
15756,48051,39395
15757,48054,8850
15758,48059,25727
15759,48060,64367
15760,48062,24998
15761,48063,4514
15762,48064,6441
15763,48065,13152
15764,48066,119686
15765,48067,40081
15766,48069,5198
15767,48070,6631
15768,48071,79173
15769,48072,31139
15770,48073,39381
15771,48074,16428
15772,48075,59290
15773,48076,51375
15774,48079,14307
15775,48080,21651
15776,48081,23190
15777,48082,43450
15778,48083,57922
15779,48084,16780
15780,48085,66616
15781,48088,48320
15782,48089,54539
15783,48091,71670
15784,48092,66609
15785,48093,50618
15786,48094,38112
15787,48095,12511
15788,48096,8378
15789,48097,8826
15790,48098,31976
15791,48101,71153
15792,48103,141104
15793,48104,40721
15794,48105,94775
15795,48108,40231
15796,48109,17360
15797,48111,84626
15798,48114,49194
15799,48116,41715
15800,48117,6844
15801,48118,33775
15802,48120,13090
15803,48122,24860
15804,48124,50850
15805,48125,47589
15806,48126,72731
15807,48127,82345
15808,48128,22470
15809,48130,15113
15810,48131,7753
15811,48133,14714
15812,48134,47145
15813,48135,57379
15814,48137,8106
15815,48138,17238
15816,48139,313
15817,48140,5956
15818,48141,67516
15819,48143,33
15820,48144,26823
15821,48145,5523
15822,48146,44910
15823,48150,48610
15824,48152,65518
15825,48154,80368
15826,48157,2888
15827,48158,12347
15828,48159,2900
15829,48160,22717
15830,48161,69166
15831,48162,21201
15832,48164,20255
15833,48165,10137
15834,48166,19312
15835,48167,38129
15836,48168,47521
15837,48169,53912
15838,48170,83930
15839,48173,21705
15840,48174,55058
15841,48176,24817
15842,48177,562
15843,48178,29647
15844,48179,7284
15845,48180,166073
15846,48182,57510
15847,48183,50195
15848,48184,45831
15849,48185,80980
15850,48186,61417
15851,48187,47302
15852,48188,85505
15853,48189,21964
15854,48190,182
15855,48191,10521
15856,48192,55118
15857,48193,36997
15858,48195,31549
15859,48197,66154
15860,48198,104234
15861,48201,33580
15862,48202,45100
15863,48203,46427
15864,48204,33043
15865,48205,115040
15866,48206,36818
15867,48207,22350
15868,48208,21749
15869,48209,72561
15870,48210,82860
15871,48211,14830
15872,48212,67462
15873,48213,44569
15874,48214,59318
15875,48215,30166
15876,48216,8729
15877,48217,18234
15878,48218,8198
15879,48219,99665
15880,48220,53632
15881,48221,79797
15882,48223,67051
15883,48224,111936
15884,48225,24011
15885,48226,6191
15886,48227,98168
15887,48228,80420
15888,48229,14644
15889,48230,36940
15890,48233,0
15891,48234,81061
15892,48235,89026
15893,48236,38097
15894,48237,64550
15895,48238,37504
15896,48239,73626
15897,48240,20230
15898,48242,0
15899,48243,0
15900,48301,15793
15901,48302,24867
15902,48304,33911
15903,48306,58436
15904,48307,64974
15905,48309,32014
15906,48310,116934
15907,48312,57887
15908,48313,89128
15909,48314,54967
15910,48315,45589
15911,48316,69011
15912,48317,45660
15913,48320,12723
15914,48322,65665
15915,48323,29276
15916,48324,37869
15917,48326,32267
15918,48327,47763
15919,48328,47995
15920,48329,62444
15921,48331,57230
15922,48334,49483
15923,48335,46014
15924,48336,68425
15925,48340,65827
15926,48341,28297
15927,48342,21381
15928,48346,39335
15929,48348,27567
15930,48350,7222
15931,48353,8546
15932,48356,17398
15933,48357,14122
15934,48359,16044
15935,48360,18839
15936,48362,40010
15937,48363,8386
15938,48367,11675
15939,48370,2985
15940,48371,50114
15941,48374,29634
15942,48375,20514
15943,48377,17413
15944,48380,19541
15945,48381,9072
15946,48382,60259
15947,48383,26788
15948,48386,36986
15949,48390,51511
15950,48393,34470
15951,48397,0
15952,48401,2993
15953,48411,164
15954,48412,15416
15955,48413,19750
15956,48414,6828
15957,48415,16067
15958,48416,14081
15959,48417,6830
15960,48418,9441
15961,48419,7121
15962,48420,47503
15963,48421,17602
15964,48422,13338
15965,48423,83357
15966,48426,625
15967,48427,6207
15968,48428,13055
15969,48429,22588
15970,48430,98287
15971,48432,1735
15972,48433,57041
15973,48434,101
15974,48435,5530
15975,48436,4123
15976,48437,588
15977,48438,14827
15978,48439,85164
15979,48440,433
15980,48441,10250
15981,48442,36368
15982,48444,19973
15983,48445,2120
15984,48446,49266
15985,48449,8301
15986,48450,7677
15987,48451,37860
15988,48453,8693
15989,48454,3447
15990,48455,13892
15991,48456,1340
15992,48457,13530
15993,48458,13529
15994,48460,6195
15995,48461,17426
15996,48462,13123
15997,48463,11735
15998,48464,3899
15999,48465,742
16000,48466,2368
16001,48467,5108
16002,48468,1409
16003,48469,1900
16004,48470,1212
16005,48471,12829
16006,48472,3156
16007,48473,25921
16008,48475,4684
16009,48476,680
16010,48502,2929
16011,48503,50279
16012,48504,78073
16013,48505,41493
16014,48506,49302
16015,48507,79662
16016,48509,11514
16017,48519,19673
16018,48529,17383
16019,48532,32354
16020,48551,0
16021,48553,0
16022,48554,0
16023,48601,102288
16024,48602,74234
16025,48603,32313
16026,48604,15308
16027,48607,3955
16028,48609,32238
16029,48610,8165
16030,48611,10554
16031,48612,24506
16032,48613,3040
16033,48614,3900
16034,48615,7855
16035,48616,8529
16036,48617,22860
16037,48618,6303
16038,48619,798
16039,48621,2096
16040,48622,4239
16041,48623,29986
16042,48624,41656
16043,48625,20778
16044,48626,15560
16045,48627,384
16046,48628,4083
16047,48629,16589
16048,48630,142
16049,48631,12483
16050,48632,11478
16051,48633,444
16052,48634,9227
16053,48635,2712
16054,48636,1383
16055,48637,3525
16056,48638,22905
16057,48640,37700
16058,48642,88721
16059,48647,11430
16060,48649,2643
16061,48650,8195
16062,48651,7495
16063,48652,3198
16064,48653,22744
16065,48654,2946
16066,48655,11348
16067,48656,10277
16068,48657,14002
16069,48658,11218
16070,48659,5955
16071,48661,22896
16072,48662,2555
16073,48667,0
16074,48701,1678
16075,48703,3836
16076,48705,586
16077,48706,65617
16078,48708,70584
16079,48710,0
16080,48720,1371
16081,48721,278
16082,48722,8431
16083,48723,14381
16084,48724,422
16085,48725,6382
16086,48726,15826
16087,48727,3421
16088,48728,513
16089,48729,1145
16090,48730,12993
16091,48731,2996
16092,48732,31215
16093,48733,2942
16094,48734,19683
16095,48735,1795
16096,48737,3234
16097,48738,3344
16098,48739,10916
16099,48740,5420
16100,48741,2520
16101,48742,4105
16102,48743,67
16103,48744,12127
16104,48745,1462
16105,48746,6295
16106,48747,3179
16107,48748,4552
16108,48749,630
16109,48750,23621
16110,48754,1668
16111,48755,6827
16112,48756,5710
16113,48757,6684
16114,48759,3712
16115,48760,2431
16116,48761,2640
16117,48762,2438
16118,48763,11450
16119,48765,1623
16120,48766,2086
16121,48767,3887
16122,48768,25354
16123,48770,5276
16124,48801,26481
16125,48806,3510
16126,48807,1411
16127,48808,13579
16128,48809,11858
16129,48811,14939
16130,48813,35352
16131,48815,1274
16132,48816,66
16133,48817,14601
16134,48818,6490
16135,48819,2570
16136,48820,15979
16137,48821,12209
16138,48822,6002
16139,48823,65234
16140,48825,27716
16141,48827,20236
16142,48829,3780
16143,48831,5910
16144,48832,3601
16145,48834,4352
16146,48835,7156
16147,48836,14397
16148,48837,48740
16149,48838,30344
16150,48840,15767
16151,48841,1789
16152,48842,33821
16153,48843,96678
16154,48845,1099
16155,48846,33075
16156,48847,13113
16157,48848,16968
16158,48849,11913
16159,48850,11720
16160,48851,5148
16161,48852,326
16162,48853,1696
16163,48854,40535
16164,48855,38246
16165,48856,2611
16166,48857,2818
16167,48858,105876
16168,48860,1810
16169,48861,1724
16170,48864,53915
16171,48865,2477
16172,48866,12690
16173,48867,47141
16174,48870,298
16175,48871,5078
16176,48872,11826
16177,48873,3395
16178,48874,293
16179,48875,16028
16180,48876,9851
16181,48877,5301
16182,48878,4473
16183,48879,29815
16184,48880,29483
16185,48881,11815
16186,48883,12698
16187,48884,4225
16188,48885,2005
16189,48886,2759
16190,48888,10352
16191,48889,2169
16192,48890,3583
16193,48891,6718
16194,48892,7631
16195,48893,13918
16196,48894,5553
16197,48895,13757
16198,48896,314
16199,48897,3776
16200,48906,17027
16201,48910,92548
16202,48911,85305
16203,48912,37805
16204,48915,6409
16205,48917,87468
16206,48921,0
16207,48933,4515
16208,49001,59589
16209,49002,49700
16210,49004,32316
16211,49006,55976
16212,49007,23213
16213,49008,46490
16214,49009,91167
16215,49010,28912
16216,49011,3800
16217,49012,7600
16218,49013,11832
16219,49014,40341
16220,49015,69687
16221,49017,12977
16222,49021,6348
16223,49022,68527
16224,49024,75918
16225,49026,4742
16226,49027,429
16227,49028,6875
16228,49029,2684
16229,49030,3743
16230,49031,21131
16231,49032,2087
16232,49033,2835
16233,49034,2770
16234,49036,51565
16235,49037,38631
16236,49038,18974
16237,49040,7091
16238,49042,13400
16239,49043,3070
16240,49045,12509
16241,49046,16588
16242,49047,40536
16243,49048,28297
16244,49050,2008
16245,49051,6719
16246,49052,1098
16247,49053,11953
16248,49055,7755
16249,49056,11075
16250,49057,11128
16251,49058,31629
16252,49060,4778
16253,49061,3465
16254,49064,2200
16255,49065,14380
16256,49066,902
16257,49067,9761
16258,49068,39158
16259,49070,1526
16260,49071,15457
16261,49072,5049
16262,49073,5557
16263,49074,408
16264,49075,244
16265,49076,5497
16266,49078,19236
16267,49079,14929
16268,49080,33218
16269,49082,17730
16270,49083,18103
16271,49084,42
16272,49085,65512
16273,49087,9566
16274,49088,9341
16275,49089,3025
16276,49090,19029
16277,49091,43299
16278,49092,4771
16279,49093,21450
16280,49094,4295
16281,49095,3439
16282,49096,7005
16283,49097,21528
16284,49098,12998
16285,49099,12406
16286,49101,6780
16287,49102,1683
16288,49103,29591
16289,49104,2449
16290,49106,12656
16291,49107,20584
16292,49111,5759
16293,49112,22536
16294,49113,5075
16295,49115,593
16296,49116,666
16297,49117,10404
16298,49119,210
16299,49120,61883
16300,49125,3326
16301,49126,2200
16302,49127,22978
16303,49128,6116
16304,49129,1671
16305,49130,1901
16306,49201,117247
16307,49202,53653
16308,49203,24000
16309,49220,2494
16310,49221,92765
16311,49224,39001
16312,49227,3282
16313,49228,14053
16314,49229,8387
16315,49230,6081
16316,49232,3068
16317,49233,4492
16318,49234,5715
16319,49235,4893
16320,49236,4950
16321,49237,5073
16322,49238,2166
16323,49240,13116
16324,49241,6892
16325,49242,16664
16326,49245,12337
16327,49246,8893
16328,49247,13059
16329,49248,1304
16330,49249,7293
16331,49250,6203
16332,49251,6788
16333,49252,5772
16334,49253,3465
16335,49254,7452
16336,49255,4245
16337,49256,4614
16338,49259,5610
16339,49261,768
16340,49262,3293
16341,49263,80
16342,49264,4502
16343,49265,13188
16344,49266,7508
16345,49267,4556
16346,49268,2199
16347,49269,12775
16348,49270,12335
16349,49271,3464
16350,49272,5474
16351,49274,7755
16352,49276,2083
16353,49277,9197
16354,49279,2002
16355,49282,619
16356,49283,6795
16357,49284,7824
16358,49285,4488
16359,49286,31703
16360,49287,2378
16361,49288,871
16362,49289,370
16363,49301,38612
16364,49302,15903
16365,49303,1407
16366,49304,7016
16367,49305,3638
16368,49306,15415
16369,49307,35917
16370,49309,1985
16371,49310,6474
16372,49312,453
16373,49315,13454
16374,49316,22069
16375,49318,2953
16376,49319,26481
16377,49320,48
16378,49321,11936
16379,49322,1363
16380,49323,25728
16381,49325,2311
16382,49326,8167
16383,49327,14512
16384,49328,7556
16385,49329,18944
16386,49330,9869
16387,49331,44428
16388,49332,2168
16389,49333,23881
16390,49335,842
16391,49336,9637
16392,49337,24930
16393,49338,2898
16394,49339,4993
16395,49340,3268
16396,49341,54369
16397,49342,4220
16398,49343,12182
16399,49344,7709
16400,49345,29622
16401,49346,12017
16402,49347,2199
16403,49348,33226
16404,49349,14695
16405,49401,24827
16406,49402,2324
16407,49403,6568
16408,49404,21757
16409,49405,2706
16410,49406,931
16411,49408,20059
16412,49410,5443
16413,49411,3386
16414,49412,24910
16415,49415,16096
16416,49417,78389
16417,49418,44654
16418,49419,13651
16419,49420,9846
16420,49421,16409
16421,49423,51237
16422,49424,98403
16423,49425,4193
16424,49426,44798
16425,49428,41332
16426,49431,44031
16427,49434,45
16428,49435,5445
16429,49436,3319
16430,49437,18598
16431,49440,2548
16432,49441,79329
16433,49442,43027
16434,49444,48884
16435,49445,55642
16436,49446,1286
16437,49448,8700
16438,49449,5658
16439,49450,8355
16440,49451,12135
16441,49452,4236
16442,49453,4117
16443,49454,5850
16444,49455,9030
16445,49456,49317
16446,49457,28081
16447,49458,212
16448,49459,2147
16449,49460,18122
16450,49461,19077
16451,49464,73336
16452,49503,36906
16453,49504,45407
16454,49505,80003
16455,49506,67490
16456,49507,93446
16457,49508,26138
16458,49509,42348
16459,49512,34664
16460,49519,60627
16461,49525,73716
16462,49534,36060
16463,49544,19919
16464,49546,73757
16465,49548,65737
16466,49601,36181
16467,49611,400
16468,49612,2478
16469,49613,1118
16470,49614,7598
16471,49615,7313
16472,49616,4386
16473,49617,7335
16474,49618,1604
16475,49619,1958
16476,49620,5019
16477,49621,3141
16478,49622,2712
16479,49623,2533
16480,49625,3709
16481,49626,681
16482,49627,430
16483,49628,652
16484,49629,5977
16485,49630,2039
16486,49631,11156
16487,49632,1813
16488,49633,4577
16489,49634,258
16490,49635,6908
16491,49636,1196
16492,49637,8443
16493,49638,1042
16494,49639,6578
16495,49640,3276
16496,49642,1397
16497,49643,15978
16498,49644,2614
16499,49645,4453
16500,49646,19244
16501,49648,3478
16502,49649,7766
16503,49650,5626
16504,49651,15964
16505,49653,3946
16506,49654,1798
16507,49655,5595
16508,49656,1717
16509,49657,5820
16510,49659,11969
16511,49660,24730
16512,49663,7305
16513,49664,4407
16514,49665,11301
16515,49666,182
16516,49667,1194
16517,49668,7599
16518,49670,4075
16519,49674,214
16520,49675,2801
16521,49676,7780
16522,49677,17538
16523,49679,2268
16524,49680,5166
16525,49682,11523
16526,49683,4237
16527,49684,41228
16528,49686,69921
16529,49688,4207
16530,49689,3325
16531,49690,7191
16532,49701,1838
16533,49705,1565
16534,49706,12435
16535,49707,34919
16536,49709,6020
16537,49710,637
16538,49712,13445
16539,49713,2070
16540,49715,8136
16541,49716,961
16542,49717,82
16543,49718,849
16544,49719,3639
16545,49720,11102
16546,49721,31711
16547,49722,364
16548,49724,1268
16549,49725,1281
16550,49726,1641
16551,49727,18176
16552,49728,916
16553,49729,2239
16554,49730,2518
16555,49733,4266
16556,49735,43569
16557,49736,1007
16558,49738,20734
16559,49740,14691
16560,49743,1717
16561,49744,2229
16562,49745,2739
16563,49746,5769
16564,49747,3130
16565,49748,382
16566,49749,2653
16567,49751,4644
16568,49752,988
16569,49753,1421
16570,49755,4794
16571,49756,6127
16572,49757,1326
16573,49759,4314
16574,49760,1289
16575,49762,740
16576,49764,310
16577,49765,8399
16578,49766,6455
16579,49768,1063
16580,49769,1801
16581,49770,29169
16582,49774,3781
16583,49775,199
16584,49776,3838
16585,49777,1124
16586,49779,12417
16587,49780,3340
16588,49781,9052
16589,49782,1203
16590,49783,51647
16591,49788,14798
16592,49791,533
16593,49793,337
16594,49795,2396
16595,49796,513
16596,49799,3976
16597,49801,32357
16598,49802,7685
16599,49805,179
16600,49806,1627
16601,49807,8757
16602,49808,734
16603,49812,2525
16604,49814,3174
16605,49815,1104
16606,49816,816
16607,49817,1052
16608,49818,1497
16609,49819,75
16610,49820,799
16611,49821,3514
16612,49822,618
16613,49825,345
16614,49826,282
16615,49827,1098
16616,49829,21823
16617,49831,1690
16618,49833,558
16619,49834,628
16620,49835,2147
16621,49836,2069
16622,49837,20734
16623,49838,1037
16624,49839,1032
16625,49840,2061
16626,49841,18780
16627,49847,2286
16628,49848,349
16629,49849,20846
16630,49852,203
16631,49853,2108
16632,49854,16981
16633,49855,39762
16634,49858,26567
16635,49861,1328
16636,49862,2895
16637,49863,246
16638,49864,113
16639,49866,17037
16640,49868,12667
16641,49870,4171
16642,49871,1346
16643,49872,442
16644,49873,185
16645,49874,810
16646,49876,2213
16647,49877,186
16648,49878,9554
16649,49879,2649
16650,49880,2913
16651,49881,877
16652,49883,410
16653,49884,633
16654,49885,4943
16655,49886,890
16656,49887,5532
16657,49891,1810
16658,49892,5074
16659,49893,4813
16660,49894,1661
16661,49895,720
16662,49896,2681
16663,49901,707
16664,49902,310
16665,49903,371
16666,49905,2622
16667,49908,8688
16668,49910,1003
16669,49911,3225
16670,49912,2890
16671,49913,8164
16672,49915,1697
16673,49916,5883
16674,49917,402
16675,49918,314
16676,49919,274
16677,49920,9042
16678,49921,603
16679,49922,2702
16680,49925,1116
16681,49927,1074
16682,49929,487
16683,49930,11430
16684,49931,12760
16685,49934,1074
16686,49935,9652
16687,49938,13269
16688,49942,251
16689,49945,4580
16690,49946,4413
16691,49947,3414
16692,49948,1550
16693,49950,1760
16694,49952,382
16695,49953,3491
16696,49955,784
16697,49958,1967
16698,49959,721
16699,49960,494
16700,49961,285
16701,49962,566
16702,49963,2666
16703,49965,1085
16704,49967,1016
16705,49968,3610
16706,49969,2322
16707,49970,547
16708,49971,805
16709,50001,772
16710,50002,2846
16711,50003,10978
16712,50005,1655
16713,50006,3569
16714,50007,554
16715,50008,1498
16716,50009,33533
16717,50010,63615
16718,50011,2762
16719,50012,4940
16720,50014,57042
16721,50020,3062
16722,50021,38656
16723,50022,22210
16724,50023,58920
16725,50025,9156
16726,50026,976
16727,50027,489
16728,50028,3317
16729,50029,1367
16730,50032,825
16731,50033,70
16732,50034,787
16733,50035,14904
16734,50036,41684
16735,50038,322
16736,50039,725
16737,50041,136
16738,50042,691
16739,50044,1483
16740,50046,4083
16741,50047,9453
16742,50048,2293
16743,50049,16604
16744,50050,1854
16745,50051,467
16746,50052,289
16747,50054,7017
16748,50055,1969
16749,50056,3804
16750,50057,268
16751,50058,4260
16752,50060,5652
16753,50061,4480
16754,50062,1961
16755,50063,7155
16756,50064,213
16757,50065,486
16758,50066,685
16759,50067,315
16760,50068,612
16761,50069,2950
16762,50070,1826
16763,50071,1221
16764,50072,4319
16765,50073,1933
16766,50074,516
16767,50075,2311
16768,50076,3204
16769,50078,228
16770,50101,114
16771,50102,229
16772,50103,1248
16773,50104,212
16774,50105,2795
16775,50106,2815
16776,50107,2493
16777,50108,1029
16778,50109,4505
16779,50111,25224
16780,50112,17759
16781,50115,5701
16782,50116,638
16783,50117,480
16784,50118,1321
16785,50119,1147
16786,50120,725
16787,50122,3701
16788,50123,1401
16789,50124,6116
16790,50125,41717
16791,50126,10703
16792,50127,55
16793,50128,783
16794,50129,14271
16795,50130,3630
16796,50131,43141
16797,50132,816
16798,50133,1139
16799,50134,1356
16800,50135,1927
16801,50136,1149
16802,50138,13672
16803,50139,2819
16804,50140,6065
16805,50141,1457
16806,50142,529
16807,50143,593
16808,50144,5054
16809,50146,915
16810,50147,1118
16811,50148,441
16812,50149,1591
16813,50150,1638
16814,50151,436
16815,50153,870
16816,50154,527
16817,50155,318
16818,50156,5349
16819,50157,1992
16820,50158,35637
16821,50160,546
16822,50161,5630
16823,50162,1984
16824,50163,1455
16825,50164,1661
16826,50165,42
16827,50166,2600
16828,50167,1319
16829,50168,1870
16830,50169,5846
16831,50170,4658
16832,50171,7663
16833,50173,1816
16834,50174,3869
16835,50201,17951
16836,50206,1474
16837,50207,6351
16838,50208,25114
16839,50210,2775
16840,50211,12755
16841,50212,8333
16842,50213,14328
16843,50214,1860
16844,50216,7625
16845,50217,1677
16846,50218,299
16847,50219,23865
16848,50220,19596
16849,50222,1063
16850,50223,550
16851,50225,6308
16852,50226,10511
16853,50227,67
16854,50228,5345
16855,50229,1509
16856,50230,1803
16857,50231,448
16858,50232,798
16859,50233,3922
16860,50234,1279
16861,50235,1021
16862,50236,4191
16863,50237,8337
16864,50238,1992
16865,50239,527
16866,50240,2584
16867,50242,525
16868,50243,639
