,Postal_Code,Population
8248,26559,2056
8249,26560,275
8250,26562,441
8251,26563,412
8252,26568,1730
8253,26570,7682
8254,26571,5040
8255,26572,162
8256,26574,1068
8257,26575,1278
8258,26576,1627
8259,26581,779
8260,26582,14717
8261,26585,975
8262,26586,434
8263,26587,492
8264,26588,6682
8265,26590,1778
8266,26591,2645
8267,26601,10507
8268,26610,1217
8269,26611,502
8270,26615,280
8271,26617,208
8272,26619,1609
8273,26621,1954
8274,26623,2611
8275,26624,4937
8276,26627,951
8277,26629,470
8278,26631,777
8279,26636,1201
8280,26638,380
8281,26651,20820
8282,26656,1063
8283,26660,688
8284,26662,1956
8285,26676,761
8286,26678,2440
8287,26679,3886
8288,26680,707
8289,26681,3096
8290,26684,306
8291,26690,676
8292,26691,478
8293,26704,14914
8294,26705,1757
8295,26707,777
8296,26710,1577
8297,26711,6127
8298,26714,1239
8299,26716,1860
8300,26717,799
8301,26719,7287
8302,26720,321
8303,26722,1616
8304,26726,15300
8305,26731,1006
8306,26739,2327
8307,26743,1818
8308,26750,1097
8309,26753,16764
8310,26755,1333
8311,26757,13956
8312,26761,1467
8313,26763,2159
8314,26764,6738
8315,26767,1900
8316,26801,2951
8317,26802,1328
8318,26804,1914
8319,26807,7885
8320,26808,2590
8321,26810,724
8322,26812,4324
8323,26814,686
8324,26815,1070
8325,26817,1200
8326,26818,1590
8327,26823,415
8328,26833,6300
8329,26836,17323
8330,26845,2466
8331,26847,10630
8332,26851,4529
8333,26852,1900
8334,26855,1667
8335,26865,639
8336,26866,2430
8337,26884,664
8338,27006,28389
8339,27007,2642
8340,27009,3949
8341,27011,3086
8342,27012,42335
8343,27013,16509
8344,27014,1440
8345,27016,5154
8346,27017,16174
8347,27018,9259
8348,27019,4857
8349,27020,10479
8350,27021,50423
8351,27022,3585
8352,27023,6215
8353,27024,1888
8354,27025,13527
8355,27027,5213
8356,27028,69683
8357,27030,61140
8358,27040,22833
8359,27041,20336
8360,27042,1369
8361,27043,10865
8362,27045,9042
8363,27046,3446
8364,27047,2497
8365,27048,18151
8366,27050,8878
8367,27051,13070
8368,27052,22743
8369,27053,5137
8370,27054,4302
8371,27055,16939
8372,27101,42618
8373,27103,88221
8374,27104,72173
8375,27105,106934
8376,27106,77558
8377,27107,121242
8378,27109,6401
8379,27110,806
8380,27127,98205
8381,27201,136
8382,27203,56523
8383,27205,85157
8384,27207,6165
8385,27208,1918
8386,27209,6456
8387,27212,4253
8388,27214,28664
8389,27215,62733
8390,27217,60891
8391,27229,11028
8392,27231,5586
8393,27233,7212
8394,27235,6450
8395,27239,20205
8396,27242,5681
8397,27243,7376
8398,27244,30043
8399,27248,9831
8400,27249,32253
8401,27252,3485
8402,27253,66594
8403,27258,16037
8404,27260,51997
8405,27262,25139
8406,27263,23613
8407,27265,83161
8408,27278,35730
8409,27281,6319
8410,27282,19402
8411,27283,6883
8412,27284,106767
8413,27288,30025
8414,27291,4407
8415,27292,102684
8416,27295,77554
8417,27298,20654
8418,27299,13287
8419,27301,21788
8420,27302,42996
8421,27305,4361
8422,27306,6915
8423,27310,17502
8424,27311,9292
8425,27312,30470
8426,27313,15449
8427,27314,1217
8428,27315,5726
8429,27316,14621
8430,27317,30384
8431,27320,42025
8432,27325,15643
8433,27326,8948
8434,27330,43072
8435,27332,53302
8436,27340,254
8437,27341,11565
8438,27343,3704
8439,27344,40361
8440,27349,9140
8441,27350,13601
8442,27355,4464
8443,27356,7993
8444,27357,8302
8445,27358,25485
8446,27360,103840
8447,27370,31984
8448,27371,18717
8449,27376,14982
8450,27377,15201
8451,27379,10545
8452,27401,55691
8453,27403,35122
8454,27405,119581
8455,27406,159943
8456,27407,34329
8457,27408,27987
8458,27409,24595
8459,27410,61525
8460,27455,79413
8461,27501,28391
8462,27502,32968
8463,27503,7358
8464,27504,31134
8465,27505,12414
8466,27507,4888
8467,27508,1464
8468,27509,27044
8469,27510,35914
8470,27511,79024
8471,27513,89687
8472,27514,85602
8473,27516,82651
8474,27517,28179
8475,27518,32323
8476,27519,85581
8477,27520,100458
8478,27521,15634
8479,27522,13328
8480,27523,21517
8481,27524,28070
8482,27525,16520
8483,27526,68525
8484,27527,46177
8485,27529,87870
8486,27530,108447
8487,27531,953
8488,27534,67999
8489,27536,42937
8490,27537,53358
8491,27539,46261
8492,27540,60315
8493,27541,4294
8494,27542,15745
8495,27544,7436
8496,27545,46318
8497,27546,41304
8498,27549,49612
8499,27551,2257
8500,27553,1703
8501,27555,495
8502,27556,564
8503,27557,20428
8504,27559,3432
8505,27560,47846
8506,27562,5096
8507,27563,8187
8508,27565,40278
8509,27568,1292
8510,27569,16672
8511,27571,3961
8512,27572,6586
8513,27573,10254
8514,27574,30026
8515,27576,38629
8516,27577,46377
8517,27581,4827
8518,27582,351
8519,27583,8421
8520,27587,141579
8521,27589,5302
8522,27591,19307
8523,27592,31866
8524,27596,25039
8525,27597,59347
8526,27601,24388
8527,27603,103918
8528,27604,91932
8529,27605,12181
8530,27606,123500
8531,27607,18503
8532,27608,11816
8533,27609,53648
8534,27610,74280
8535,27612,92952
8536,27613,28695
8537,27614,32390
8538,27615,48378
8539,27616,106257
8540,27617,10320
8541,27701,44886
8542,27703,88566
8543,27704,39447
8544,27705,121605
8545,27707,100002
8546,27709,2221
8547,27712,52428
8548,27713,47871
8549,27801,37575
8550,27803,35262
8551,27804,44111
8552,27805,9017
8553,27806,6086
8554,27807,8307
8555,27808,3671
8556,27809,8574
8557,27810,7474
8558,27812,7003
8559,27813,1660
8560,27814,4676
8561,27816,2464
8562,27817,12162
8563,27818,3524
8564,27819,552
8565,27820,8261
8566,27821,976
8567,27822,20665
8568,27823,9935
8569,27824,3176
8570,27825,272
8571,27826,3232
8572,27827,56
8573,27828,23741
8574,27829,4226
8575,27830,2573
8576,27831,10774
8577,27832,4988
8578,27834,153252
8579,27837,16599
8580,27839,7016
8581,27840,1356
8582,27841,229
8583,27842,1669
8584,27843,2898
8585,27844,4944
8586,27845,3908
8587,27846,3213
8588,27847,2600
8589,27849,2458
8590,27850,12103
8591,27851,11437
8592,27852,3827
8593,27853,1428
8594,27855,13366
8595,27856,45671
8596,27857,2945
8597,27858,62852
8598,27860,4960
8599,27861,164
8600,27862,1433
8601,27863,30154
8602,27864,5301
8603,27865,3895
8604,27866,1813
8605,27869,3700
8606,27870,26492
8607,27871,7169
8608,27872,829
8609,27873,419
8610,27874,12564
8611,27875,1107
8612,27876,1528
8613,27878,3368
8614,27879,506
8615,27880,7006
8616,27881,158
8617,27882,8830
8618,27883,3531
8619,27884,3560
8620,27885,1596
8621,27886,32526
8622,27888,6549
8623,27889,59526
8624,27890,5414
8625,27891,10668
8626,27892,19036
8627,27893,38876
8628,27896,53823
8629,27897,2476
8630,27909,63836
8631,27910,31154
8632,27915,1689
8633,27916,822
8634,27917,2146
8635,27919,2332
8636,27920,2968
8637,27921,3276
8638,27922,2915
8639,27923,1593
8640,27924,6848
8641,27925,6588
8642,27926,2947
8643,27927,1436
8644,27928,5138
8645,27929,2165
8646,27932,24968
8647,27935,2754
8648,27936,1839
8649,27937,11483
8650,27938,2591
8651,27939,5065
8652,27941,1145
8653,27942,2406
8654,27943,1357
8655,27944,19687
8656,27946,1499
8657,27947,1971
8658,27948,29951
8659,27949,14907
8660,27950,5329
8661,27953,2098
8662,27954,16625
8663,27956,776
8664,27957,2044
8665,27958,21998
8666,27959,1879
8667,27960,1694
8668,27962,10062
8669,27964,882
8670,27965,1095
8671,27966,2252
8672,27967,992
8673,27968,784
8674,27970,3662
8675,27972,300
8676,27973,2299
8677,27974,3559
8678,27976,3977
8679,27978,494
8680,27979,3795
8681,27980,5840
8682,27981,3233
8683,27982,130
8684,27983,24424
8685,27985,290
8686,27986,6243
8687,28001,58998
8688,28006,2990
8689,28007,1040
8690,28009,1784
8691,28012,41836
8692,28016,22042
8693,28017,1694
8694,28018,6418
8695,28019,274
8696,28020,5879
8697,28021,22552
8698,28023,29922
8699,28025,133528
8700,28027,63024
8701,28031,54912
8702,28032,3939
8703,28033,5761
8704,28034,42265
8705,28036,24452
8706,28037,27737
8707,28039,251
8708,28040,8999
8709,28043,44062
8710,28052,73501
8711,28054,76657
8712,28056,82950
8713,28071,4407
8714,28072,3507
8715,28073,12238
8716,28075,41806
8717,28076,892
8718,28077,592
8719,28078,85060
8720,28079,66344
8721,28080,9137
8722,28081,66461
8723,28083,24395
8724,28086,70227
8725,28088,6183
8726,28089,645
8727,28090,9240
8728,28091,4653
8729,28092,44669
8730,28097,11732
8731,28098,9106
8732,28101,1861
8733,28102,201
8734,28103,27732
8735,28104,58609
8736,28105,110180
8737,28107,16877
8738,28108,84
8739,28109,568
8740,28110,79031
8741,28112,41627
8742,28114,16450
8743,28115,57284
8744,28117,95189
8745,28119,6138
8746,28120,41091
8747,28124,10255
8748,28125,5531
8749,28127,17437
8750,28128,16192
8751,28129,10668
8752,28133,7682
8753,28134,16792
8754,28135,16306
8755,28137,6455
8756,28138,17947
8757,28139,39881
8758,28144,26454
8759,28146,43211
8760,28147,28305
8761,28150,45848
8762,28152,29467
8763,28159,6728
8764,28160,6880
8765,28163,8487
8766,28164,21496
8767,28166,14008
8768,28167,6262
8769,28168,15879
8770,28169,456
8771,28170,33030
8772,28173,103380
8773,28174,13611
8774,28202,31858
8775,28203,31240
8776,28204,7944
8777,28205,99821
8778,28206,18874
8779,28207,22768
8780,28208,88265
8781,28209,21646
8782,28210,25629
8783,28211,33114
8784,28212,102454
8785,28213,28091
8786,28214,96293
8787,28215,142586
8788,28216,55754
8789,28217,62855
8790,28226,46636
8791,28227,128963
8792,28244,0
8793,28262,98709
8794,28269,148323
8795,28270,67391
8796,28273,68766
8797,28277,61768
8798,28278,49149
8799,28280,28
8800,28282,0
8801,28301,44044
8802,28303,49972
8803,28304,87108
8804,28305,10449
8805,28306,84361
8806,28307,45486
8807,28308,685
8808,28310,9419
8809,28311,38689
8810,28312,13734
8811,28314,102031
8812,28315,19934
8813,28318,12556
8814,28320,15404
8815,28323,3472
8816,28325,1136
8817,28326,48458
8818,28327,26024
8819,28328,54651
8820,28330,773
8821,28332,768
8822,28333,25053
8823,28334,65550
8824,28337,23239
8825,28338,2962
8826,28339,17410
8827,28340,22793
8828,28341,8747
8829,28342,628
8830,28343,3518
8831,28344,6937
8832,28345,10045
8833,28347,2760
8834,28348,92013
8835,28349,8540
8836,28350,681
8837,28351,10262
8838,28352,69433
8839,28356,5835
8840,28357,5270
8841,28358,26871
8842,28360,37385
8843,28363,2912
8844,28364,38979
8845,28365,45249
8846,28366,8454
8847,28367,173
8848,28369,5556
8849,28371,17362
8850,28372,32583
8851,28373,4500
8852,28374,42658
8853,28375,116
8854,28376,60124
8855,28377,34014
8856,28379,30973
8857,28382,15608
8858,28383,13817
8859,28384,24593
8860,28385,1798
8861,28386,16286
8862,28387,23171
8863,28390,43175
8864,28391,11737
8865,28392,2750
8866,28393,1580
8867,28394,11874
8868,28395,4779
8869,28396,7236
8870,28398,16953
8871,28399,4568
8872,28401,47611
8873,28403,95080
8874,28405,31542
8875,28409,33670
8876,28411,70142
8877,28412,95198
8878,28420,2136
8879,28421,2738
8880,28422,16613
8881,28423,4579
8882,28424,271
8883,28425,17539
8884,28428,10199
8885,28429,12681
8886,28430,2257
8887,28431,14713
8888,28432,4930
8889,28433,8312
8890,28434,3697
8891,28435,6942
8892,28436,3714
8893,28438,2877
8894,28439,3272
8895,28441,7697
8896,28442,4349
8897,28443,19610
8898,28444,2216
8899,28445,14730
8900,28447,3716
8901,28448,970
8902,28449,2819
8903,28450,5553
8904,28451,54872
8905,28452,1123
8906,28453,8402
8907,28454,5276
8908,28455,3548
8909,28456,6259
8910,28457,16340
8911,28458,10814
8912,28460,15866
8913,28461,27464
8914,28462,13058
8915,28463,17301
8916,28464,6576
8917,28465,17828
8918,28466,16381
8919,28467,21981
8920,28468,11589
8921,28469,15266
8922,28470,26581
8923,28472,51880
8924,28478,4782
8925,28479,8012
8926,28480,4120
8927,28501,53011
8928,28504,47663
8929,28508,4763
8930,28510,4229
8931,28511,1106
8932,28512,6337
8933,28513,27459
8934,28515,7397
8935,28516,29492
8936,28518,21067
8937,28519,858
8938,28520,802
8939,28521,4930
8940,28523,5407
8941,28524,1177
8942,28525,8502
8943,28526,6320
8944,28527,2485
8945,28528,1023
8946,28529,4860
8947,28530,20224
8948,28531,2059
8949,28532,27113
8950,28533,4449
8951,28537,347
8952,28538,4777
8953,28539,42211
8954,28540,59385
8955,28543,8938
8956,28544,5649
8957,28546,90816
8958,28547,53255
8959,28551,8698
8960,28552,507
8961,28553,1302
8962,28554,638
8963,28555,13371
8964,28556,2488
8965,28557,36668
8966,28560,36682
8967,28562,75887
8968,28570,47552
8969,28571,7030
8970,28572,8638
8971,28573,5637
8972,28574,23884
8973,28575,374
8974,28577,1064
8975,28578,13631
8976,28579,1428
8977,28580,26640
8978,28581,567
8979,28582,1886
8980,28583,335
8981,28584,24476
8982,28585,10156
8983,28586,12907
8984,28587,800
8985,28589,473
8986,28590,62635
8987,28594,4362
8988,28601,48908
8989,28602,66426
8990,28604,9912
8991,28605,5585
8992,28606,5817
8993,28607,71777
8994,28609,15128
8995,28610,16348
8996,28611,1859
8997,28612,25449
8998,28613,58142
8999,28615,1101
9000,28616,574
9001,28617,4901
9002,28618,4921
9003,28619,1062
9004,28621,16499
9005,28622,1589
9006,28623,3529
9007,28624,3521
9008,28625,42912
9009,28626,7357
9010,28627,1944
9011,28628,1084
9012,28629,170
9013,28630,52098
9014,28631,1372
9015,28634,2583
9016,28635,8538
9017,28636,12178
9018,28637,2238
9019,28638,19243
9020,28640,12321
9021,28642,9208
9022,28643,5682
9023,28644,3330
9024,28645,108121
9025,28646,785
9026,28647,134
9027,28649,698
9028,28650,25878
9029,28651,15571
9030,28652,55
9031,28654,7155
9032,28655,93391
9033,28657,13773
9034,28658,72348
9035,28659,56441
9036,28660,5665
9037,28662,324
9038,28663,1048
9039,28665,5612
9040,28666,971
9041,28667,1201
9042,28668,634
9043,28669,2154
9044,28670,4259
9045,28671,1606
9046,28672,95
9047,28673,10520
9048,28675,17096
9049,28676,5726
9050,28677,36797
9051,28678,8647
9052,28679,5578
9053,28681,26384
9054,28682,1866
9055,28683,1938
9056,28684,5735
9057,28685,5215
9058,28689,4716
9059,28690,19647
9060,28692,4681
9061,28693,4607
9062,28694,12731
9063,28697,33432
9064,28698,3902
9065,28701,7799
9066,28702,811
9067,28704,41826
9068,28705,10922
9069,28707,152
9070,28708,1986
9071,28709,3632
9072,28711,21486
9073,28712,52972
9074,28713,13751
9075,28714,27963
9076,28715,54164
9077,28716,39287
9078,28717,2822
9079,28718,1402
9080,28719,9248
9081,28720,83
9082,28721,16653
9083,28722,11014
9084,28723,13397
9085,28725,119
9086,28726,3943
9087,28729,3612
9088,28730,23236
9089,28731,12870
9090,28732,32743
9091,28733,54
9092,28734,34987
9093,28735,445
9094,28736,1225
9095,28739,54088
9096,28740,3084
9097,28741,6951
9098,28742,3417
9099,28743,4627
9100,28745,1191
9101,28746,6413
9102,28747,4750
9103,28748,12147
9104,28749,61
9105,28751,5984
9106,28752,65035
9107,28753,19171
9108,28754,16837
9109,28756,12281
9110,28757,564
9111,28759,14791
9112,28761,15471
9113,28762,15456
9114,28763,7335
9115,28766,2623
9116,28768,10883
9117,28771,19019
9118,28772,3245
9119,28773,7571
9120,28774,2244
9121,28775,779
9122,28777,20544
9123,28778,27900
9124,28779,37346
9125,28781,1060
9126,28782,7162
9127,28783,3244
9128,28785,16053
9129,28786,45367
9130,28787,39960
9131,28789,8668
9132,28790,6067
9133,28791,29489
9134,28792,87880
9135,28801,24609
9136,28803,59917
9137,28804,44355
9138,28805,15876
9139,28806,96314
9140,28901,10698
9141,28902,1692
9142,28904,14171
9143,28905,5064
9144,28906,30909
9145,28909,2200
9146,29001,5565
9147,29003,7915
9148,29006,20444
9149,29009,5170
9150,29010,17808
9151,29014,2103
9152,29015,4487
9153,29016,34670
9154,29018,4405
9155,29020,26213
9156,29030,4292
9157,29031,3646
9158,29032,9929
9159,29033,28674
9160,29036,22025
9161,29037,1671
9162,29038,6666
9163,29039,10830
9164,29040,5992
9165,29042,12414
9166,29044,14958
9167,29045,46903
9168,29046,243
9169,29047,9935
9170,29048,5177
9171,29051,922
9172,29052,2410
9173,29053,23459
9174,29054,25479
9175,29055,9223
9176,29056,4283
9177,29058,8019
9178,29059,13155
9179,29061,23034
9180,29062,183
9181,29063,46242
9182,29065,1858
9183,29067,28332
9184,29069,8822
9185,29070,32581
9186,29072,85552
9187,29073,102175
9188,29074,473
9189,29075,2260
9190,29078,34539
9191,29079,313
9192,29080,5472
9193,29081,2175
9194,29082,657
9195,29101,7525
9196,29102,49267
9197,29104,1571
9198,29105,3246
9199,29107,3613
9200,29108,34981
9201,29111,2755
9202,29112,7715
9203,29113,2043
9204,29114,4630
9205,29115,57944
9206,29117,2123
9207,29118,24820
9208,29122,126
9209,29123,15475
9210,29125,4933
9211,29126,4826
9212,29127,18371
9213,29128,12880
9214,29129,6703
9215,29130,11238
9216,29133,2771
9217,29135,14341
9218,29137,5366
9219,29138,30429
9220,29142,10424
9221,29145,1774
9222,29146,2708
9223,29147,0
9224,29148,17273
9225,29150,82050
9226,29152,4912
9227,29153,33535
9228,29154,73377
9229,29160,22176
9230,29161,18390
9231,29162,11013
9232,29163,1605
9233,29164,3457
9234,29166,978
9235,29168,6059
9236,29169,38606
9237,29170,20628
9238,29172,24057
9239,29175,961
9240,29178,7207
9241,29180,37779
9242,29201,54023
9243,29202,147
9244,29203,87011
9245,29204,43684
9246,29205,39693
9247,29206,40040
9248,29207,22876
9249,29208,1467
9250,29209,37156
9251,29210,92197
9252,29212,35119
9253,29223,129277
9254,29225,1269
9255,29229,104213
9256,29301,82662
9257,29302,28357
9258,29303,65345
9259,29306,41053
9260,29307,51212
9261,29316,47336
9262,29320,967
9263,29321,3461
9264,29322,13589
9265,29323,17170
9266,29324,250
9267,29325,26100
9268,29329,594
9269,29330,14149
9270,29331,234
9271,29332,2775
9272,29333,595
9273,29334,12780
9274,29335,16183
9275,29338,226
9276,29340,31476
9277,29341,31833
9278,29346,808
9279,29349,64471
9280,29351,2429
9281,29353,7211
9282,29355,2236
9283,29356,16605
9284,29360,44424
9285,29364,409
9286,29365,26609
9287,29368,39
9288,29369,29095
9289,29370,1610
9290,29372,11779
9291,29373,802
9292,29374,4161
9293,29375,238
9294,29376,10830
9295,29377,1300
9296,29378,272
9297,29379,23515
9298,29384,8973
9299,29385,7197
9300,29388,17549
9301,29401,27235
9302,29403,22026
9303,29404,1262
9304,29405,52913
9305,29406,33713
9306,29407,60840
9307,29409,2720
9308,29410,37834
9309,29412,81935
9310,29414,89409
9311,29418,49587
9312,29420,24901
9313,29423,1816
9314,29424,720
9315,29426,3740
9316,29429,4755
9317,29431,7142
9318,29432,1830
9319,29434,830
9320,29435,8968
9321,29436,7231
9322,29437,5358
9323,29438,5058
9324,29439,5343
9325,29440,34738
9326,29445,33361
9327,29446,2588
9328,29448,6320
9329,29449,17093
9330,29450,8087
9331,29451,8975
9332,29452,474
9333,29453,3197
9334,29455,52193
9335,29456,58360
9336,29458,5767
9337,29461,61727
9338,29464,30401
9339,29466,20513
9340,29468,2480
9341,29469,834
9342,29470,7025
9343,29471,1150
9344,29472,24805
9345,29474,4881
9346,29475,4329
9347,29477,7477
9348,29479,18925
9349,29481,3031
9350,29482,2834
9351,29483,108611
9352,29485,101019
9353,29487,5716
9354,29488,26215
9355,29492,23706
9356,29493,131
9357,29501,113011
9358,29505,38635
9359,29506,55180
9360,29510,12842
9361,29511,11176
9362,29512,52960
9363,29516,1047
9364,29518,3101
9365,29519,483
9366,29520,33031
9367,29525,4421
9368,29526,64910
9369,29527,37099
9370,29530,7776
9371,29532,13150
9372,29536,29220
9373,29540,15410
9374,29541,25036
9375,29543,1263
9376,29544,7529
9377,29545,4374
9378,29546,7593
9379,29547,6184
9380,29550,72232
9381,29554,21065
9382,29555,16860
9383,29556,33371
9384,29560,35920
9385,29563,3102
9386,29564,2117
9387,29565,12658
9388,29566,10610
9389,29567,1525
9390,29568,25909
9391,29569,33178
9392,29570,6648
9393,29571,25480
9394,29572,12849
9395,29574,32407
9396,29575,40573
9397,29576,54976
9398,29577,17661
9399,29579,85463
9400,29580,2302
9401,29581,5678
9402,29582,31569
9403,29583,6202
9404,29584,5257
9405,29585,17416
9406,29588,44470
9407,29590,7117
9408,29591,9299
9409,29592,2568
9410,29593,2139
9411,29594,215
9412,29596,6398
9413,29601,12518
9414,29605,73148
9415,29607,75280
9416,29609,74212
9417,29611,66203
9418,29613,6623
9419,29614,4343
9420,29615,59473
9421,29617,28031
9422,29620,19096
9423,29621,84875
9424,29624,16319
9425,29625,45361
9426,29626,25792
9427,29627,42160
9428,29628,7497
9429,29630,38520
9430,29631,29000
9431,29634,16004
9432,29635,3256
9433,29638,6032
9434,29639,4809
9435,29640,16828
9436,29642,31341
9437,29643,1609
9438,29644,19650
9439,29645,27164
9440,29646,41518
9441,29649,43440
9442,29650,85307
9443,29651,107854
9444,29653,12644
9445,29654,16852
9446,29655,12034
9447,29657,32073
9448,29658,712
9449,29659,234
9450,29661,11357
9451,29662,31183
9452,29664,2865
9453,29665,257
9454,29666,8106
9455,29667,581
9456,29669,27090
9457,29670,23565
9458,29671,46293
9459,29672,25640
9460,29673,25095
9461,29676,7780
9462,29678,36575
9463,29680,73748
9464,29681,98822
9465,29682,8322
9466,29683,644
9467,29684,12638
9468,29685,846
9469,29686,2143
9470,29687,68726
9471,29689,6972
9472,29690,45220
9473,29691,30474
9474,29692,7415
9475,29693,23343
9476,29696,8976
9477,29697,13352
9478,29702,27963
9479,29704,10004
9480,29706,32994
9481,29707,45444
9482,29708,52569
9483,29709,17953
9484,29710,35652
9485,29712,6278
9486,29714,7952
9487,29715,31202
9488,29717,2517
9489,29718,9740
9490,29720,100793
9491,29724,114
9492,29726,4613
9493,29727,3481
9494,29728,12628
9495,29729,2160
9496,29730,117092
9497,29732,56860
9498,29733,3624
9499,29741,5380
9500,29742,2655
9501,29743,2714
9502,29745,72612
9503,29801,58586
9504,29803,54028
9505,29805,7797
9506,29809,5634
9507,29810,3464
9508,29812,29525
9509,29816,2310
9510,29817,8483
9511,29819,3422
9512,29821,2987
9513,29824,17948
9514,29826,340
9515,29827,8953
9516,29828,1208
9517,29829,19357
9518,29831,6852
9519,29832,6608
9520,29834,4516
9521,29835,4370
9522,29836,275
9523,29838,882
9524,29840,564
9525,29841,50231
9526,29842,12765
9527,29843,3330
9528,29844,76
9529,29845,2974
9530,29847,9313
9531,29848,1163
9532,29849,603
9533,29850,72
9534,29851,15482
9535,29853,15015
9536,29856,6939
9537,29860,38083
9538,29899,2035
9539,29902,32414
9540,29904,1107
9541,29905,6724
9542,29906,47160
9543,29907,33342
9544,29909,18951
9545,29910,56443
9546,29911,2228
9547,29912,111
9548,29915,1066
9549,29916,3311
9550,29918,5527
9551,29920,24106
9552,29921,153
9553,29922,1977
9554,29923,449
9555,29924,11663
9556,29926,39044
9557,29927,18553
9558,29928,41611
9559,29929,2940
9560,29932,608
9561,29934,1881
9562,29935,8024
9563,29936,32895
9564,29939,619
9565,29940,8343
9566,29941,570
9567,29943,518
9568,29944,10391
9569,29945,7716
9570,30002,12321
9571,30004,108069
9572,30005,53646
9573,30008,80505
9574,30009,21309
9575,30011,31380
9576,30012,58708
9577,30013,49359
9578,30014,60271
9579,30016,114040
9580,30017,42706
9581,30019,95275
9582,30021,35121
9583,30022,111589
9584,30024,141291
9585,30025,24986
9586,30028,38954
9587,30030,42602
9588,30032,124486
9589,30033,65181
9590,30034,89264
9591,30035,55110
9592,30038,76423
9593,30039,50248
9594,30040,116767
9595,30041,95468
9596,30043,99435
9597,30044,204767
9598,30045,89242
9599,30046,56149
9600,30047,158633
9601,30052,97103
9602,30054,19840
9603,30055,6531
9604,30056,1745
9605,30058,118471
9606,30060,85350
9607,30062,64034
9608,30064,69941
9609,30066,132242
9610,30067,102088
9611,30068,39026
9612,30070,758
9613,30071,39457
9614,30072,432
9615,30075,112447
9616,30076,74502
9617,30078,22006
9618,30079,6141
9619,30080,134461
9620,30082,56517
9621,30083,107583
9622,30084,96814
9623,30087,44304
9624,30088,68646
9625,30092,79824
9626,30093,115410
9627,30094,51633
9628,30096,73802
9629,30097,44755
9630,30101,91579
9631,30102,77843
9632,30103,22539
9633,30104,12218
9634,30105,6194
9635,30106,51647
9636,30107,22054
9637,30108,19251
9638,30110,27811
9639,30113,10975
9640,30114,79539
9641,30115,45800
9642,30116,40165
9643,30117,90263
9644,30118,2035
9645,30120,79960
9646,30121,22138
9647,30122,24601
9648,30124,5201
9649,30125,63072
9650,30126,40009
9651,30127,127342
9652,30132,56721
9653,30134,88554
9654,30135,104559
9655,30137,4085
9656,30139,7924
9657,30141,50775
9658,30143,36819
9659,30144,55966
9660,30145,22018
9661,30147,11961
9662,30148,1007
9663,30149,4346
9664,30152,44182
9665,30153,30685
9666,30157,74163
9667,30161,90403
9668,30164,40
9669,30165,43004
9670,30168,43467
9671,30170,7850
9672,30171,8921
9673,30173,9995
9674,30175,16325
9675,30176,7853
9676,30177,2764
9677,30178,9359
9678,30179,28735
9679,30180,19424
9680,30182,6984
9681,30183,8792
9682,30184,17899
9683,30185,8305
9684,30187,18495
9685,30188,140365
9686,30189,63030
9687,30204,31040
9688,30205,4987
9689,30206,1581
9690,30213,75891
9691,30214,33489
9692,30215,89759
9693,30216,4695
9694,30217,15408
9695,30218,5107
9696,30220,8531
9697,30222,8734
9698,30223,56682
9699,30224,25767
9700,30228,82181
9701,30230,18650
9702,30233,38060
9703,30234,5375
9704,30236,100954
9705,30238,77461
9706,30240,35896
9707,30241,35016
9708,30248,26263
9709,30250,1959
9710,30251,5111
9711,30252,111612
9712,30253,131177
9713,30256,4364
9714,30257,4571
9715,30258,6771
9716,30259,6207
9717,30260,13373
9718,30263,79650
9719,30265,17898
9720,30268,10238
9721,30269,39813
9722,30273,31996
9723,30274,24674
9724,30275,34
9725,30276,35363
9726,30277,55187
9727,30281,109082
9728,30284,145
9729,30285,1490
9730,30286,61762
9731,30288,19615
9732,30289,184
9733,30290,21443
9734,30291,21709
9735,30292,15031
9736,30293,6681
9737,30294,43905
9738,30295,10968
9739,30296,40440
9740,30297,61832
9741,30303,16410
9742,30305,53100
9743,30306,25709
9744,30307,39047
9745,30308,13210
9746,30309,47976
9747,30310,68497
9748,30311,88312
9749,30312,42243
9750,30313,25911
9751,30314,60526
9752,30315,86241
9753,30316,65881
9754,30317,13614
9755,30318,76746
9756,30319,60394
9757,30322,3971
9758,30324,16227
9759,30326,8258
9760,30327,38906
9761,30328,80019
9762,30329,19081
9763,30331,148391
9764,30332,3514
9765,30334,2
9766,30336,2725
9767,30337,23941
9768,30338,40309
9769,30339,21510
9770,30340,46524
9771,30341,51532
9772,30342,81467
9773,30344,70329
9774,30345,35679
9775,30346,7737
9776,30349,76349
9777,30350,72525
9778,30354,31930
9779,30360,25966
9780,30363,2810
9781,30401,36872
9782,30410,3774
9783,30411,8027
9784,30412,208
9785,30413,2500
9786,30415,17382
9787,30417,30059
9788,30420,3832
9789,30421,7165
9790,30423,133
9791,30425,3128
9792,30426,2224
9793,30427,33491
9794,30428,3479
9795,30429,531
9796,30434,14710
9797,30436,14026
9798,30438,120
9799,30439,18635
9800,30441,2358
9801,30442,17320
9802,30445,7315
9803,30446,1466
9804,30448,57
9805,30449,202
9806,30450,5648
9807,30451,55
9808,30452,3385
9809,30453,9589
9810,30454,1229
9811,30455,715
9812,30456,5785
9813,30457,14154
9814,30458,66788
9815,30460,731
9816,30461,24576
9817,30464,132
9818,30467,26826
9819,30470,886
9820,30471,12436
